num_pages_with_shareholder_proposal,Filename,Date Filed,CIK,Form Type,Company Name,pattern_type,occurrence_begin,occurrence_end,diversity
9,edgar/data/63908/0001193125-14-140308.txt,2014-04-11,63908,DEF 14A,MCDONALDS CORP,Without resolved,proposal no. 2. advisory vote to approve executive compensation we are asking our shareholders to pr," material included in this proxy statement. mcdonald s corporation 2014 39 other management proposal",0
9,edgar/data/63908/0001193125-14-140308.txt,2014-04-11,63908,DEF 14A,MCDONALDS CORP,Without resolved,proposal the text of the shareholder proposal and supporting statement appear exactly as received by,ttempted to refute all such assertions. the board recommends a vote against the shareholder proposal,0
9,edgar/data/63908/0001193125-14-140308.txt,2014-04-11,63908,DEF 14A,MCDONALDS CORP,Without resolved,proposal empowers shareholders by giving them the ability to effect change without being forced to w," all shareholders. therefore, your board of directors recommends that you vote against this proposal",0
9,edgar/data/63908/0001193125-14-140308.txt,2014-04-11,63908,DEF 14A,MCDONALDS CORP,Without resolved,"proposals this proxy is solicited on behalf of the board of directors of mcdonald s corporation. if ",year term expiring in 2015 for against abstain the board of directors recommends a vote for proposal,0
8,edgar/data/72903/0001193125-14-133592.txt,2014-04-07,72903,DEF 14A,XCEL ENERGY INC,Without resolved,proposals 2 proposal no. 1 election of directors 2 proposal no. 2 ratification of the appointment of,or 2014. for approval of the advisory vote on executive compensation. against a shareholder proposal,0
8,edgar/data/72903/0001193125-14-133592.txt,2014-04-07,72903,DEF 14A,XCEL ENERGY INC,Without resolved,"proposals and the board s recommendations is provided on the following pages. we have organized the ","e voted for each of the nominees, unless a different vote is specified. 2 table of contents proposal",0
8,edgar/data/72903/0001193125-14-133592.txt,2014-04-07,72903,DEF 14A,XCEL ENERGY INC,Without resolved,"proposals timothy v. wolf age: 60 director since: 2007 principal occupation: president, wolf interes"," ratification of the appointment, unless a different vote is specified. 9 table of contents proposal",0
8,edgar/data/72903/0001193125-14-133592.txt,2014-04-07,72903,DEF 14A,XCEL ENERGY INC,Without resolved,"proposals comparison of 5 year cumulative total return among xcel energy inc, the s p 500 index, eei",nsider shareholders to have approved our executive compensation if the shares voted for the proposal,0
8,edgar/data/72903/0001193125-14-133592.txt,2014-04-07,72903,DEF 14A,XCEL ENERGY INC,Without resolved,proposals proposal no. 4 shareholder proposal on the separation of the role of the chairman and chie,able of contents proposals the xcel energy board unanimously recommends a vote against this proposal,0
8,edgar/data/72903/0001193125-14-133592.txt,2014-04-07,72903,DEF 14A,XCEL ENERGY INC,Without resolved,"proposals serve as a liaison between the chair and the independent directors, maintain regular commu",ed for the approval of this proposal. the board of directors recommends a vote against this proposal,1
8,edgar/data/72903/0001193125-14-133592.txt,2014-04-07,72903,DEF 14A,XCEL ENERGY INC,Without resolved,"proposal no. 2 in these proxy materials. audit committee timothy v. wolf, chair gail koziara boudrea"," the advisory vote on executive compensation see pages 10 to 12 ; and against a shareholder proposal",0
8,edgar/data/72903/0001193125-14-133592.txt,2014-04-07,72903,DEF 14A,XCEL ENERGY INC,Without resolved,proposal to ratify the appointment of deloitte touche llp as xcel energy inc. s independent register,for against abstain the board of directors recommends a vote against item 4. 4. shareholder proposal,0
6,edgar/data/731012/0000731012-14-000042.txt,2014-04-14,731012,DEF 14A,HEALTHCARE SERVICES GROUP INC,Without resolved,proposal no. 4shareholder proposalsthere are two shareholder proposals included in this year s proxy,"lders. therefore, the board of directors recommends that the shareholders vote against this proposal",0
6,edgar/data/731012/0000731012-14-000042.txt,2014-04-14,731012,DEF 14A,HEALTHCARE SERVICES GROUP INC,Without resolved,proposal asking the board to adopt a policy providing for an independent chairman received 61.3 perc,"mpany. therefore, the board of directors recommends that the shareholders vote against this proposal",0
12,edgar/data/753308/0001193125-14-131759.txt,2014-04-04,753308,DEF 14A,NEXTERA ENERGY INC,With resolved,proposal and supporting statement are the sole responsibility of the proponent. the company disclaim,ple majority vote proposal 4 the board of directors recommends a vote against the foregoing proposal,0
6,edgar/data/763852/0001193125-14-172514.txt,2014-04-30,763852,DEF 14A,JPMORGAN TRUST II,Without resolved,"proposals that will be considered and acted upon at the meeting: 1 to elect the current thirteen 13 ","fter careful consideration, the board of trustees of the trust recommends that you vote for proposal",0
6,edgar/data/763852/0001193125-14-172514.txt,2014-04-30,763852,DEF 14A,JPMORGAN TRUST II,Without resolved,"proposal 1, the election of the trustees, must be approved by the vote of a majority of the outstand",of the funds vote for the election of each of the current trustees to the board of trustees proposal,0
6,edgar/data/763852/0001193125-14-172514.txt,2014-04-30,763852,DEF 14A,JPMORGAN TRUST II,Without resolved,proposal 2 shareholders are being asked to approve a change to the investment objective for the jpmo,trustees recommends that the shareholders of the large cap growth fund vote for approval of proposal,0
6,edgar/data/763852/0001193125-14-172514.txt,2014-04-30,763852,DEF 14A,JPMORGAN TRUST II,Without resolved,proposal 3 applicable fund: jpmorgan mid cap growth fund changing the investment objective of the jp,f trustees recommends that the shareholders of the mid cap growth fund vote for approval of proposal,0
6,edgar/data/763852/0001193125-14-172514.txt,2014-04-30,763852,DEF 14A,JPMORGAN TRUST II,Without resolved,"proposal is not approved for the equity income fund, the investment objective of the equity income f",of trustees recommends that the shareholders of the equity income fund vote for approval of proposal,0
6,edgar/data/763852/0001193125-14-172514.txt,2014-04-30,763852,DEF 14A,JPMORGAN TRUST II,Without resolved,"proposal is approved, the indexes may be changed by approval of the board of trustees and advance no",ends that the shareholders of the market expansion enhanced index fund vote for approval of proposal,0
6,edgar/data/763852/0001193125-14-172514.txt,2014-04-30,763852,DEF 14A,JPMORGAN TRUST II,Without resolved,proposal is approved by shareholders. if the proposal is not approved for the international equity i,ecommends that the shareholders of the international equity index fund vote for approval of proposal,0
6,edgar/data/763852/0001193125-14-172514.txt,2014-04-30,763852,DEF 14A,JPMORGAN TRUST II,Without resolved,"proposal 7 applicable fund: jpmorgan municipal money market fund in november 2010, the trust receive","t forth after the proposal, the board of trustees recommends that shareholders vote against proposal",0
6,edgar/data/763852/0001193125-14-172514.txt,2014-04-30,763852,DEF 14A,JPMORGAN TRUST II,Without resolved,proposal 7 and why does the board recommend that shareholders vote against proposal 7 28 what is pro,ous violations of human rights. why does the board recommend that shareholders vote against proposal,0
6,edgar/data/763852/0001193125-14-172514.txt,2014-04-30,763852,DEF 14A,JPMORGAN TRUST II,Without resolved,proposal for the following reasons. the proposal would require the board to adopt additional procedu,"er. for these reasons, the board of trustees recommends that shareholders vote against this proposal",0
6,edgar/data/763852/0001193125-14-172514.txt,2014-04-30,763852,DEF 14A,JPMORGAN TRUST II,Without resolved,"proposal 7 would require the affirmative vote of a majority of the outstanding voting securities of ",ecommends that the shareholders of the municipal money market fund vote against approval of proposal,0
6,edgar/data/763852/0001193125-14-172514.txt,2014-04-30,763852,DEF 14A,JPMORGAN TRUST II,Without resolved,"proposals 1 6 and against proposal 7 on the reverse side of this card. in their discretion, the prox",tach at perforation before mailing. the board of trustees recommends that you vote for each proposal,0
12,edgar/data/764180/0001193125-14-128947.txt,2014-04-03,764180,DEF 14A,"ALTRIA GROUP, INC.",Without resolved,"proposals requiring your vote 55 proposal 1 election of directors 55 proposal 2 ratification of the "," vote recommendation page reference proposal 1 election of 11 directors for each nominee 55 proposal",0
12,edgar/data/764180/0001193125-14-128947.txt,2014-04-03,764180,DEF 14A,"ALTRIA GROUP, INC.",Without resolved,"proposal voting choices, board recommendation and voting requirement proposal 1 election of director",fication; or abstain from voting. board recommendation the board recommends a vote for this proposal,0
12,edgar/data/764180/0001193125-14-128947.txt,2014-04-03,764180,DEF 14A,"ALTRIA GROUP, INC.",Without resolved,proposal 3 advisory vote to approve the compensation of the company s named executive officers pages,officers; or abstain from voting. board recommendation the board recommends a vote for this proposal,0
12,edgar/data/764180/0001193125-14-128947.txt,2014-04-03,764180,DEF 14A,"ALTRIA GROUP, INC.",Without resolved,proposal and will consider the outcome of the vote when making future compensation decisions for the,r poor and less formally educated tobacco consumers pages 64 65 voting choices vote for the proposal,0
12,edgar/data/764180/0001193125-14-128947.txt,2014-04-03,764180,DEF 14A,"ALTRIA GROUP, INC.",Without resolved,proposal; or abstain from voting. board recommendation the board recommends a vote against this shar,tain from voting. board recommendation the board recommends a vote against this shareholder proposal,0
12,edgar/data/764180/0001193125-14-128947.txt,2014-04-03,764180,DEF 14A,"ALTRIA GROUP, INC.",Without resolved,proposals requiring your vote director since: 2004 board committees: audit chair executive finance n,"nominees for election as directors. 60 altria group, inc. proxy statement table of contents proposal",0
12,edgar/data/764180/0001193125-14-128947.txt,2014-04-03,764180,DEF 14A,"ALTRIA GROUP, INC.",Without resolved,proposal 2 ratification of the selection of independent registered public accounting firm as reflect,"election of pricewaterhousecoopers. altria group, inc. proxy statement 61 table of contents proposal",0
